id;types;prepro_komposisi;cleaned_names;summary;;;
4596;tetes;hypromellose;insto eyes;insto eyes tetes hypromellose mengatasi kekeringan mata pelumas mata;;;
4597;tetes;hypromellose;insto eyes;insto eyes tetes hypromellose mengatasi kekeringan mata pelumas mata;;;
4598;tetes;hypromellose;rohto fresh;rohto fresh tetes hypromellose digunakan efek pelumas air mata , mengatasi gejala kekeringan mata , meringankan iritasi mata disebabkan kekurangan produksi air mata penderita rheumatoid arthritis , keratoconjuctivitis xeropthalmia pelumas mata palsu;;;
4599;tetes;macrogol 400;rohto vexstra;rohto vexstra tetes macrogol 400 ;;;
4600;larutan;witch hazel;yrins eye liquid botol;yrins eye liquid botol larutan witch hazel membersihkan , menyejukkan , menyegarkan mata lelah sakit  meringankan iritasi ringan mata disebabkan udara berdebu berasap;;;
4601;larutan;distilled witch hazel;yrins eye liquid botol;yrins eye liquid botol larutan distilled witch hazel membersihkan , menyejukkan , menyegarkan mata lelah sakit  meringankan iritasi ringan mata disebabkan udara berdebu berasap;;;
4602;tetes;dextran 70 hypromellose;alcon tears naturale ii;alcon tears naturale ii tetes dextran 70 hypromellose mengatasi sindroma mata kering kekurangan sekresi air mata;;;
4603;tetes;dextran 70;alcon tears naturale ii;alcon tears naturale ii tetes dextran 70 mengatasi sindroma mata kering kekurangan sekresi air mata;;;
4604;tetes;tetrahydrozoline hydrochloride;braito eye botol;braito eye botol tetes tetrahydrozoline hydrochloride mengatasi gejala mata kering , menyejukkan mata lubrikan mata;;;
4605;tetes;tetrahydrozoline hydrochloride;braito eye botol;braito eye botol tetes tetrahydrozoline hydrochloride mengatasi gejala mata kering , menyejukkan mata lubrikan mata;;;
4606;tetes;tetrahydrozoline hydrochloride;braito original;braito original tetes tetrahydrozoline hydrochloride ;;;
4607;tetes;tetrahydrozoline hydrochloride;braito original;braito original tetes tetrahydrozoline hydrochloride ;;;
4608;tetes;hypromellose;braito tears;braito tears tetes hypromellose meredakan mata merah iritasi ringan;;;
4609;tetes;hypromellose;braito tears;braito tears tetes hypromellose meredakan mata merah iritasi ringan;;;
4610;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4611;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4612;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4613;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4614;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4615;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4616;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4617;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride zinc sulfate heptahydrate memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4618;tetes;phenylephrine hydrochloride;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4619;tetes;phenylephrine hydrochloride;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4620;tetes;phenylephrine hydrochloride;cendo augentonic drop;cendo augentonic drop tetes phenylephrine hydrochloride memperjelas menguatkan pandangan , mengurangi simpton letih membaca menonton televisi iritasi konjungtiva , fotoftalmia  juga iritasi noninfeksi , radang alergi mata;;;
4621;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4622;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4623;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4624;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4625;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4626;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4627;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4628;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride zinc sulfate heptahydrate obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4629;tetes;phenylephrine hydrochloride;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4630;tetes;phenylephrine hydrochloride;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4631;tetes;phenylephrine hydrochloride;cendo augentonic minidose;cendo augentonic minidose tetes phenylephrine hydrochloride obat tetes mata mengobati mata merah peradangan akibat iritasi minor mata disebabkan cuaca dingin , angin , sinar matahari , aktifitas berenang , debu , asap , polusi udara , akibat pemakaian lensa kontak , menguatkan pandangan , mengurangi simptom mata letih membaca menonton televisi;;;
4632;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4633;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4634;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4635;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4636;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4637;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4638;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4639;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4640;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4641;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4642;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4643;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4644;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4645;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4646;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4647;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4648;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4649;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4650;tetes;phenylephrine hydrochloride zinc sulfate heptahydrate;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride zinc sulfate heptahydrate mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4651;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4652;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4653;tetes;phenylephrine hydrochloride;zinc prima eye;zinc prima eye tetes phenylephrine hydrochloride mengurangi ketegangan kelelahan mata membaca , menonton televisi;;;
4654;tetes;potassium iodide;cendo catarlent minidose;cendo catarlent minidose tetes potassium iodide untuk penderita mata katarak;;;
4655;tetes;potassium iodide;cendo catarlent minidose;cendo catarlent minidose tetes potassium iodide untuk penderita mata katarak;;;
4656;tetes;potassium iodide;cendo catarlent minidose;cendo catarlent minidose tetes potassium iodide untuk penderita mata katarak;;;
4657;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4658;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4659;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4660;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4661;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4662;tetes;potassium iodide;cendo catarlent eye;cendo catarlent eye tetes potassium iodide katarak lentikularis , pendarahan vitreous humour , opesifikasi vitreous humour;;;
4663;tetes;mepyramine maleate;cendo conal minidose;cendo conal minidose tetes mepyramine maleate cendo conal tetes mata meringankan alergi ringan peradangan mata merah;;;
4664;tetes;mepyramine maleate;cendo conal minidose;cendo conal minidose tetes mepyramine maleate cendo conal tetes mata meringankan alergi ringan peradangan mata merah;;;
4665;tetes;mepyramine maleate;cendo conal eye;cendo conal eye tetes mepyramine maleate cendo conal tetes mata meringankan alergi ringan peradangan mata merah;;;
4666;tetes;mepyramine maleate;cendo conal eye;cendo conal eye tetes mepyramine maleate cendo conal tetes mata meringankan alergi ringan peradangan mata merah;;;
4667;tetes;hyetellose;cendo eye lotion;cendo eye lotion tetes hyetellose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4668;tetes;hyetellose;cendo eye lotion;cendo eye lotion tetes hyetellose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4669;tetes;hyetellose;cendo eye lotion;cendo eye lotion tetes hyetellose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4670;tetes;hyetellose;cendo eye lotion;cendo eye lotion tetes hyetellose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4671;tetes;hydroxyethylcellulose;cendo eye lotion;cendo eye lotion tetes hydroxyethylcellulose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4672;tetes;hydroxyethylcellulose;cendo eye lotion;cendo eye lotion tetes hydroxyethylcellulose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4673;tetes;hydroxyethylcellulose;cendo eye lotion;cendo eye lotion tetes hydroxyethylcellulose meredakan kekeringan , iritasi ketidaknyamanan , pemakai lensa kontak soft , hard , disposabble , rigid gas permeable lens;;;
4674;tetes;dextran;cendo eyefresh mild minidose;cendo eyefresh mild minidose tetes dextran meredakan ketidak - nyamanan mata akibat iritasi ringan terpapar angin sinar matahari kekeringan mata;;;
4675;tetes;hypromellose dextran 70 glycerol;cendo eyefresh plus minidose;cendo eyefresh plus minidose tetes hypromellose dextran 70 glycerol meringankan gejala iritasi ringan infeksi mata;;;
4676;tetes;dextran 70;cendo eyefresh plus minidose;cendo eyefresh plus minidose tetes dextran 70 meringankan gejala iritasi ringan infeksi mata;;;
4677;tetes;dextran 70;cendo eyefresh plus minidose;cendo eyefresh plus minidose tetes dextran 70 meringankan gejala iritasi ringan infeksi mata;;;
4678;tetes;gatifloxacin sesquihydrate;cendo giflox minidose;cendo giflox minidose tetes gatifloxacin sesquihydrate untuk meringankan infeksi mata okular;;;
4679;tetes;gatifloxacin;cendo giflox minidose;cendo giflox minidose tetes gatifloxacin untuk meringankan infeksi mata okular;;;
4680;tetes;pirenoxine;cendo lentikular minidose;cendo lentikular minidose tetes pirenoxine membantu mengatasi kekeringan mata;;;
4681;tetes;pirenoxine;cendo lentikular eye;cendo lentikular eye tetes pirenoxine membantu mengatasi kekeringan mata;;;
4682;tetes;chloramphenicol;cendo mycos minidose;cendo mycos minidose tetes chloramphenicol infeksi okular disebabkan organisme sensitif chloromicetin , membutuhkan terapi kortikosteroid;;;
4683;tetes;chloramphenicol;cendo mycos minidose;cendo mycos minidose tetes chloramphenicol infeksi okular disebabkan organisme sensitif chloromicetin , membutuhkan terapi kortikosteroid;;;
4684;tetes;chloramphenicol;cendo mycos eye;cendo mycos eye tetes chloramphenicol infeksi okular disebabkan organisme sensitif chloromicetin , membutuhkan terapi kortikosteroid;;;
4685;tetes;chloramphenicol;cendo mycos eye;cendo mycos eye tetes chloramphenicol infeksi okular disebabkan organisme sensitif chloromicetin , membutuhkan terapi kortikosteroid;;;
4686;tetes;natamycin;cendo natacen minidose;cendo natacen minidose tetes natamycin tetes mata steril;;;
4687;tetes;natamycin;cendo natacen minidose;cendo natacen minidose tetes natamycin tetes mata steril;;;
4688;tetes;natamycin;cendo natacen minidose;cendo natacen minidose tetes natamycin tetes mata steril;;;
4689;tetes;prednisolone acetate polymyxin b sulfate neomycin sulfate;cendo polypred minidose;cendo polypred minidose tetes prednisolone acetate polymyxin b sulfate neomycin sulfate tetes mata steril infeksi mata;;;
4690;tetes;prednisolone acetate polymyxin b sulfate neomycin sulfate;cendo polypred minidose;cendo polypred minidose tetes prednisolone acetate polymyxin b sulfate neomycin sulfate tetes mata steril infeksi mata;;;
4691;tetes;neomycin sulfate;cendo polypred minidose;cendo polypred minidose tetes neomycin sulfate tetes mata steril infeksi mata;;;
4692;tetes;polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride;cendo statrol minidose;cendo statrol minidose tetes polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride pengobatan pencegahan infeksi akibat bakteri rentan cendo statrol;;;
4693;tetes;polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride;cendo statrol minidose;cendo statrol minidose tetes polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride pengobatan pencegahan infeksi akibat bakteri rentan cendo statrol;;;
4694;tetes;neomycin sulfate;cendo statrol minidose;cendo statrol minidose tetes neomycin sulfate pengobatan pencegahan infeksi akibat bakteri rentan cendo statrol;;;
4695;tetes;neomycin sulfate;cendo statrol minidose;cendo statrol minidose tetes neomycin sulfate pengobatan pencegahan infeksi akibat bakteri rentan cendo statrol;;;
4696;tetes;polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride;cendo statrol eye drop;cendo statrol eye drop tetes polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride infeksi mata disebabkan kuman peka obat , sptp - seudomonas aeruginosa , haemophilus influenza , proteus , vulgaris , staphylococcus aureus;;;
4697;tetes;polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride;cendo statrol eye drop;cendo statrol eye drop tetes polymyxin b sulfate neomycin sulfate phenylephrine hydrochloride infeksi mata disebabkan kuman peka obat , sptp - seudomonas aeruginosa , haemophilus influenza , proteus , vulgaris , staphylococcus aureus;;;
4698;tetes;neomycin sulfate;cendo statrol eye drop;cendo statrol eye drop tetes neomycin sulfate infeksi mata disebabkan kuman peka obat , sptp - seudomonas aeruginosa , haemophilus influenza , proteus , vulgaris , staphylococcus aureus;;;
4699;tetes;neomycin sulfate;cendo statrol eye drop;cendo statrol eye drop tetes neomycin sulfate infeksi mata disebabkan kuman peka obat , sptp - seudomonas aeruginosa , haemophilus influenza , proteus , vulgaris , staphylococcus aureus;;;
4700;tetes;timolol maleate;cendo timol minidose;cendo timol minidose tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4701;tetes;timolol maleate;cendo timol minidose;cendo timol minidose tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4702;tetes;timolol maleate;cendo timol minidose;cendo timol minidose tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4703;tetes;timolol maleate;cendo timol eye drop;cendo timol eye drop tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4704;tetes;timolol maleate;cendo timol eye drop;cendo timol eye drop tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4705;tetes;timolol maleate;cendo timol eye drop;cendo timol eye drop tetes timolol maleate menurunkan tekanan intraokuler penderita glaukoma hipertensi okuler;;;
4706;tetes;betaxolol hydrochloride;cendo tonor minidose;cendo tonor minidose tetes betaxolol hydrochloride ;;;
4707;tetes;betaxolol hydrochloride;cendo tonor minidose;cendo tonor minidose tetes betaxolol hydrochloride ;;;
4708;tetes;betaxolol hydrochloride;cendo tonor minidose;cendo tonor minidose tetes betaxolol hydrochloride ;;;
4709;tetes;betaxolol hydrochloride;cendo tonor minidose;cendo tonor minidose tetes betaxolol hydrochloride ;;;
4710;tetes;ciprofloxacin hydrochloride monohydrate;cendo ulcori minidose;cendo ulcori minidose tetes ciprofloxacin hydrochloride monohydrate tetes mata steril infeksi iritasi mata;;;
4711;tetes;ciprofloxacin hydrochloride monohydrate;cendo ulcori minidose;cendo ulcori minidose tetes ciprofloxacin hydrochloride monohydrate tetes mata steril infeksi iritasi mata;;;
4712;tetes;ciprofloxacin;cendo ulcori minidose;cendo ulcori minidose tetes ciprofloxacin tetes mata steril infeksi iritasi mata;;;
4713;tetes;ciprofloxacin;cendo ulcori minidose;cendo ulcori minidose tetes ciprofloxacin tetes mata steril infeksi iritasi mata;;;
4714;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4715;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4716;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4717;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4718;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4719;tetes;naphazoline hydrochloride;cendo vasacon minidose;cendo vasacon minidose tetes naphazoline hydrochloride dekongestan mata , konjungtivitas;;;
4720;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4721;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4722;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4723;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4724;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4725;tetes;naphazoline hydrochloride;cendo vasacon eye;cendo vasacon eye tetes naphazoline hydrochloride meredakan gejala konjungtivitis bakteri , alergi , udara;;;
4726;tetes;tetrahydrozoline hydrochloride;cendo vision eye drop;cendo vision eye drop tetes tetrahydrozoline hydrochloride tetes mata steril mengatasi iritasi mata;;;
4727;tetes;tetrahydrozoline hydrochloride;cendo vision eye drop;cendo vision eye drop tetes tetrahydrozoline hydrochloride tetes mata steril mengatasi iritasi mata;;;
4728;tetes;tetrahydrozoline hydrochloride;cendo vision eye drop;cendo vision eye drop tetes tetrahydrozoline hydrochloride tetes mata steril mengatasi iritasi mata;;;
4729;tetes;tetrahydrozoline hydrochloride;cendo vision eye drop;cendo vision eye drop tetes tetrahydrozoline hydrochloride tetes mata steril mengatasi iritasi mata;;;
4730;tetes;tetryzoline;cendo vision eye drop;cendo vision eye drop tetes tetryzoline tetes mata steril mengatasi iritasi mata;;;
4731;tetes;tetryzoline;cendo vision eye drop;cendo vision eye drop tetes tetryzoline tetes mata steril mengatasi iritasi mata;;;
4732;tetes;tetryzoline;cendo vision eye drop;cendo vision eye drop tetes tetryzoline tetes mata steril mengatasi iritasi mata;;;
4733;tetes;betamethasone sodium phosphate;cendo vosama minidose;cendo vosama minidose tetes betamethasone sodium phosphate ;;;
4734;tetes;betamethasone sodium phosphate;cendo vosama minidose;cendo vosama minidose tetes betamethasone sodium phosphate ;;;
4735;tetes;sodium chloride potassium chloride;ocufresh tetes mata;ocufresh tetes mata tetes sodium chloride potassium chloride melumasi menyejukkan mata kering akibat kekurangan sekresi air mata teriritasi kondisi lingkungan , ketidaknyamanan penggunaan hard contact lens , gangguan penglihatan kelebihan mukus mata;;;
4736;tetes;dextran 70 hypromellose;sanbe tears eye;sanbe tears eye tetes dextran 70 hypromellose meredakan ketidak - nyamanan mata akibat iritasi ringan terpapar angin sinar matahari kekeringan mata;;;
4737;tetes;tetrahydrozoline hydrochloride;santo eye;santo eye tetes tetrahydrozoline hydrochloride meredakan mata merah akibat iritasi ringan;;;
4738;tetes;tetrahydrozoline hydrochloride;visto;visto tetes tetrahydrozoline hydrochloride meringankan iritasi mata merah;;;
